hospital_id,district_id,hospital_name,address,pincode,latitude,longitude,mco_contact_number,total_beds,hospital_type,government_subtype
1006,24,NAVANDAR HOSPITAL,,,71.46453723368984,24.40729974064171,,60,Corporate,
1007,28,"NAVJEEVAN CHILDRENS HOSPITAL, PANDHARPUR",,,17.23956558827751,74.43125957272727,,80,Corporate,
1008,14,NAVJEEVAN MULTISPECIALTY HOSPITAL AND RESEARCH CENTER,"Beside Satkar Complex,Ambad road jalna",431203.0,19.84,75.89,9975017145.0,32,Corporate,
1009,4,NAVJIVAN MULTISPECILITY HOSPITAL,,,19.944847311671925,75.41925964069401,,30,Corporate,
1010,20,NAVODAYA MULTISPECIALITY HOSPITAL,18G NO 124 TARODA KHU ULHAS NAGAR CANAL ROAD 431603,431603.0,19.2,77.4,9284549663.0,60,Corporate,
1011,23,NAVODAYA MULTISPECIALITY hOSPITAL,"AMBEDKAR CHOWK,AMBEDKAR,CHOWK,OSMANABAD",413501.0,18.408779,76.559758,9987587243.0,20,Corporate,
1012,28,NAYANTARA NURSING HOME,"12615, GULMOHOR COLONY SHIVAJINAGAR, NEAR MALU HIGH SCHOOL, SANGLI-416416",416416.0,17.0348056,74.6018333,9421222259.0,30,Corporate,
1013,13,NEELKAMAL HOSPITAL,"MANDORE BHAVAN ,SINDHI COLONY ROAD ,Panchmukhi Hanuman Mandir,Jalgaon 425001",425001.0,20.46428,75.004181,9403704108.0,50,Corporate,
1014,13,NEETYASEVA HOSPITAL,"NEAR ANUVRAT BHAVAN, 10,  PRATAP NAGAR JALGAON ,425001",425001.0,20.46428,75.004181,9823026334.0,32,Corporate,
1015,4,NEHA MULTISPECIALTY HOSPITAL,,,19.944847311671925,75.41925964069401,,30,Corporate,
1016,19,NEOCARE CHILDREN HOSPITAL,"H.NO 426 AJ HOUSE, DARODKAR CHOWK,ITWARI HIGH SCHOOL CHOWK %E2%80%93 440002",440002.0,21.58719444,79.10186111,8007081184.0,10,Corporate,
1017,26,NERAL MULTISPECIALITY HOSPITAL AND CRITICAL CARE CENTER,2ND FLOOR LAXMI ICON DHAMOTE NERAL NERAL KALAM ROAD NERA SAI MANDIR CHAUK 410101,410101.0,19.96,77.97,8668998464.0,42,,
1018,3,NETRA JYOT EYE HOSPITAL,"TEJUL TOWER, BANDERA ROAD, NEAR RAJAPETH POLICE STATION %E2%80%93 AMRAVATI",444601.0,20.9298611,77.7523056,9822220294.0,10,Corporate,
1019,17,NETRA MANDIR AUM SUPERSPECIALITY HOSPITAL,,,19.446040649122807,72.36373664912281,,35,Corporate,
1020,22,NEW AADHAR HOSPITAL,"1 st Floor Opp MAhila Bank Wadala Naka ,WADALA NAKA  OPP Mahila Bank Near Saffron Hotel Nashik 422001",422001.0,20.0082,73.80645,9359908871.0,30,Corporate,
1021,34,NEW COTTON CITY MULTISPEALITY HOSPITAL AND RESEARCH CENTER,"near Head Post office,Dhamangaon Road,near District court,YAVATMAL",445001.0,20.4131111,78.1337777,9405303546.0,30,Corporate,
1022,2,NEW GLOBAL HOSPITAL AND CRITICAL CARE CENTER,"01,OLD MANKAR CRITICAL CARE CENTER AMANKHA PLOT CIVIL LINE AKOLA,CIVIL LINE,KHANDELWAL CT SCAN,AKOLA",444001.0,20.71,77.0,9112238002.0,30,Corporate,
1023,11,NEW GONDIA HOSPITAL GONDIA,"555/7,BAJARANG NAGAR,1,NEAR HONDA MOTOR GONDIA",441614.0,21.555989,80.156813,9823133849.0,50,Corporate,
1024,6,NEW LIFE STREE RUGNAIAY AND MATARNITY HOME,"shikshak colony corner,D.P. road,?%20Beed%27,%27HSI77303%27)",431122.0,19.839128,75.890447,7020669319.0,30,Corporate,
1025,1,"NEW MEDICARE HOSPITAL, Shrigonda","GAT NO 7113, WADALI ROAD %E2%80%93 413701",413701.0,18.61,74.7,9975274875.0,35,Corporate,
1026,2,NEW VITTHAL HOSPITAL,"NEAR PATIL MARKET, UMARI ROAD, 444005",444005.0,20.73,77.08,9822471778.0,30,Corporate,
1027,3,NEWLIFE MULTISPECIALITY HOSPITAL,"104/3 , OPP BULDHANA URBAN WAREHOUSE , NANDGAON KHANDESHWAR , AMRAVATI ROAD - 444708",444708.0,20.61,77.82,8237446951.0,30,Corporate,
1028,4,NIMAI INSTITUTE OF MEDICAL SCIENCES PRIVATE LIMITED,,,19.944847311671925,75.41925964069401,,30,Corporate,
1029,9,NIRAMAY HOSPITAL,"1,?%2080%20Feet%20Road,?%20Malegaon%20Road%20,?%20Landmark:%20Near%20Natraj%20Talkies%27,%27HSP1910110010%27)",424001.0,20.9254213,74.7395367,9372249850.0,50,Corporate,
1030,1,NIRAMAY HOSPITAL,"NIRAMAY HOSPITAL,287/1/1,PARNER ROAD,SUPA,AHMADNAGAR",414301.0,18.92,74.45,9767785090.0,50,Corporate,
1031,25,"NIRAMAYA SUPER SPECIALITY HOSPITAL AND CANCER CENTRE, PUNE","214,NEAR ANAND HERITAGE, BORIPARDHI, KEDGAON,SHIRUR - SATARA ROAD, SHIRUR CHAUFULLA HIGHWAY, NEAR MUKTI MISSION, Daund, Pune-412203",412203.0,18.529252,74.336752,8600216593.0,60,Corporate,
1032,1,NITYASEVA HOSPITAL,"SHEVGAON PAITHAN ROAD  , PAITHAN ROAD , 414502",414502.0,19.3,75.2,9822929798.0,100,Corporate,
1033,17,NIYAZ AHMED MINORITY EDUCATIONAL AND WELFARE TRUST,,,19.446040649122807,72.36373664912281,,10,Corporate,
1034,35,NOBLE HOSPITAL,,,19.295112535714285,73.01962990809524,,32,Corporate,
1035,15,NOBLE HOSPITAL ICHALKARANJI,"19/7426, KISAN CHOWK,JAMDADE MALA, CHANDUR ROAD ICHALKARANJI, Hatkanangale, Kolhapur-416115",416115.0,16.40594444,74.28052778,9970754788.0,30,Corporate,
1036,17,NORTHERN CARE SUPERSPECIALTY HOSPITALS LLP,,,19.446040649122807,72.36373664912281,,50,Corporate,
1037,28,"Nab Eye Hospital,Sangli","P-40, Miraj MIDC, Opp Sahyadri Storch, Sangli- 416410",416410.0,17.0348056,74.6018333,7709845084.0,30,Corporate,
1038,23,Nagar Accident Hospital & Prasutee Graha,"Naikwadi Nagar, Near Parimal Mangal Karyalay, -413501",413501.0,18.408779,76.559758,9421355730.0,20,Corporate,
1039,25,Naidu Hospital,"Behind Pune Main Railway station, off, Wellesley Rd",411001.0,18.52322222,73.87586111,9689931118.0,100,Government,
1040,22,Namco Charitable Trust SGS Cancer Hospital,"30/1/1B/1 & 30/2/2C/2,Panchavati,Sardar Vallavhbhai Patel Marg, Peth road,Opp. R.T.O. Office,NASHIK",422004.0,20.2041737,73.8271949,9822056916.0,65,Corporate,
1041,17,Nana Palkar Smruti Samiti,,,19.446040649122807,72.36373664912281,,14,Corporate,
1042,35,Nana Palkar Smruti Samiti,"TMC Arogya Kendra near Vitta Mandir, Kopri Gaon, Thane East 400603",400603.0,19.1821111,72.9758333,7304460696.0,10,Corporate,
1043,17,Nana Palkar Smruti Samiti Santacruz Dialysis Centre,,,19.446040649122807,72.36373664912281,,12,Corporate,
1044,28,"Nandadeep EYE Hospital,Sangli,PVT","1502/8, Opp. Patidar Bhavan, Madhavnagar Road, Sangli-416416",416416.0,17.0348056,74.6018333,7028402375.0,30,Corporate,
1045,15,Nandadeep Eye Hospital,"Near Trade Center, 107 Dattawad Renaissance, Tal-Karveer, Dist-Kolhapur",416002.0,16.60630039894737,74.30376235873685,7741041737.0,10,Corporate,
1046,20,Nanded Medical Foundations Monark Cancer Hospital,Behind District Court Nanded,431601.0,20.554431,74.512024,9422189419.0,30,Corporate,
1047,15,"Narayani Multispeciality Hospital,Ichalkaranji,Kolhapur,Pvt","Vakhar Bhag Rd, opp. Bhagatsingh Garden, near Tripathi Cour, Ichalkaranji, Hatkanangle, Kolhapur-416115",416115.0,16.40594444,74.28052778,7709974495.0,30,Corporate,
1048,19,National Cancer Institute,SURVEY NO 25 JAMTHA OUT HINGNA RING ROAD RAILWAY OVERBRIDGE,441108.0,20.859476,78.969831,8552080000.0,75,Corporate,
1049,35,Navi Mumbai Municipal Corporation General Hospital Vashi,"General Hospital Plot No. 28 sector 10 A, Vashi Navi Mumbai 400705",400705.0,19.0718611,73.0074444,9820444581.0,300,Government,
1050,1,Navjeevan Bal Rugnalaya And General Hospital,Newasa Phata Mukindpur Ahilyanagar 414603,414603.0,19.613717,75.088405,8788495284.0,15,,
1051,3,Nawale Hospital,"Nehru Homeopathic College, Near Hyundai Showroom Badnera road 444607.",444607.0,20.8971111,77.7438611,8868885488.0,30,Corporate,
1052,35,Neon Hospital,"Near lodha Palava city, Thane, Maharashtra",421204.0,19.3166567,73.0597075,9152706666.0,40,Corporate,
1053,28,"Nepttune ENT Hospital,Miraj,Sangli,Pvt","62/A, MIRAJ, SHIVAJI NAGAR, NEAR GAWAI BUNGLOW, Sangli-416410",416410.0,17.0348056,74.6018333,9545737411.0,20,Corporate,
1054,13,Netram Hospital,"4,Samarth Colony,M J College Road,Prabhat Chowk,JALGAON",425001.0,20.46428,75.004181,9822243350.0,10,Corporate,
1055,25,New Bhosari Hospital,"SURVEY NO. 1/3 RESERVATION NO. 431, ANKUSHRAO LANDGE NATYAGRUHA, GULVE VASTI, BHOSARI, Pune-411039",411039.0,18.62033333,73.84822222,9653328125.0,100,Government,
1056,35,New Life Care Hospital,,,19.295112535714285,73.01962990809524,,45,Corporate,
1057,25,"New Thergaon Hospital, Pune","258,Thergaon,",411033.0,18.56578105076228,73.89409255768733,8421032173.0,200,Government,
1058,24,New Venkatesh Hospital Manwath,"Plot No. 1-4-100, Near Amreshwar Mandir Main road Manwath Dist parbhani %E2%80%93 431505",431505.0,76.51915,19.28785,9860891223.0,20,Corporate,
1059,7,Nikam accident and Maternity Hospital,"Buldhana, Machchhi Layout, 443001",443001.0,20.5336389,76.1794722,,20,Corporate,
1060,4,Nimai children hospital,,,19.944847311671925,75.41925964069401,,45,Corporate,
1061,6,"Nira Balrugnalaya, Beed","Dr line DP road, Adarsh nagar, Beed %E2%80%93 431122",431122.0,19.839128,75.890447,9970842951.0,30,Corporate,
1062,16,Niraamay cancer care,opposite dayanand college barshi road latur %E2%80%93 413512,413512.0,19.968664,73.831608,8308824322.0,25,Corporate,
1063,22,Niramay Multispeciality Hospital Vani,"Kalwan Road,Vani,NASHIK",422215.0,20.33555,73.6751,9881614791.0,50,Corporate,
1064,13,Niramay Neonatal & Paediatric Intensive Care Unit Private Limited,"322 & 323, Akashwani Chowk, Jalgaon National Highway No 6 Vidya Nagar, 425001",425001.0,20.46428,75.004181,9881323537.0,30,Corporate,
1065,15,"Niramay Nursing Home,Kolhapur,PVT","2104/10 E WARD,RUKAMINAGAR, WAICHAL ROAD, Trivanivihar building near, Kolhapur- 416005",416005.0,16.60630039894737,74.30376235873685,9325007452.0,30,Corporate,
1066,25,Niramaya medical foundation and research centre pvt ltd,"PLOT NO.245 TO 249,ASHOKNAGAR,BARAMATI,BHIGWAN ROAD,NEAR PANCHYAT SAMITI,PUNE",413102.0,18.150009,74.583291,9225500913.0,50,Corporate,
1067,25,Nityaseva Multispeciality Hospital,"VITTHAL COMPLEX, KARLAPHATA, MAVAL, PUNE, Karla,410405",410405.0,18.81043,73.534014,9404696655.0,30,Corporate,
1068,10,Nobel Multispeciality Hospital,"Dr Babasaheb Ambedkar Square, Gokulnagr Bypass road Gadchiroli %E2%80%93 442605",442605.0,20.057671,80.181995,7507343870.0,25,Corporate,
1069,35,Noble Hospital And Cardiac Care Center Bhiwandi,"Near Oswal Collage,Silver Oak Residency,Tapovan School",421302.0,19.2103751,73.0464259,9594252696.0,50,Corporate,
1070,31,Noble Superspeciality Hospital & Research Center,"1588, KUCHAN NAGAR PACCHA PETH, JODBASWANNA ROAD, Near Kalika Mandir, SOLAPUR-413005",413005.0,17.6816944,75.9273056,9604134399.0,50,Corporate,
1071,17,North East Zone Chemists Educational and Welfare Trusts Rotary Samarpan Dialysis and Thalassemia Centre,,,19.446040649122807,72.36373664912281,,28,Corporate,
1072,1,OM ACCIDENT AND GENERAL HOSPITAL,"40 FT ROAD,SANGAMNER,AHMADNAGAR",422605.0,19.612829,74.101239,9822811767.0,15,Corporate,
1073,25,OM ACCIDENT AND MULTISPECIALITY HOSPITAL,"267/3/A,267/3/B, AP-PATAS,NEAR NAGESHWAR TEMPLE, Daund, Pune-412219",412219.0,18.387632,74.428381,9503812503.0,30,Corporate,
1074,22,OM MULTISPECIALITY HOSPITAL,"Plot no- 34 , Bhandari Plaza, Chinchkhed chaufuli, 422209",422209.0,20.37015,73.7694,8275588955.0,50,Corporate,
1075,14,OM Multispeciality Hospital & Research Centre Pvt. Ltd.,"Near Shivaji Statue,Ramnagar Road,JALNA",431203.0,19.84,75.89,9422215305.0,65,Corporate,
1076,23,OM VISHVEKAR SUPERSPECIALITY HOSPITAL,"9615 H No 201,Ward No 20 , Plot no 01, Survey no  337 , 2nd Floor and North west corner of 3rd  floor , Near Attar Petrol Pump ,Umarga - 413606",413606.0,17.8319935,76.6252018,8378991628.0,30,Corporate,
1077,24,ONC-CURE CANCER CENTRE,"HOUSE NO.425,QURI MANSION, GANPATI CHOWK, JINTUR ROAD, Parbhani-431401",431401.0,19.269567,76.774114,9597115886.0,20,Corporate,
1078,1,"ONKAR HOSPITAL ,SUPA","GAT NO.199 (PLOT NO.23,13),SUPA, TAL:PARNER, DIST AHMEDNAGAR.",414301.0,18.92,74.45,9850391717.0,30,Corporate,
1079,1,ONKAR HOSPITAL AND TRUMA CENTRE,"NAGAR MANMAD HIGHWAY, RAHURI FRACTROY %E2%80%93 413706",413706.0,19.477024,74.577816,9604452907.0,50,Corporate,
1080,1,ONKAR HOSPITAL ICU TROMA CENTER,"Plot No. NEAR RAMMANDIR,  PARNER ROAD, NAVI PETH %E2%80%93 414302",414302.0,18.88,74.36,9422756749.0,40,Corporate,
1081,25,"ONKAR MULTISPECAILITY HOSPITAL, PUNE","S.NO 44/1A/1A?%20ONKAR%20BUILDING,OPP%20GAYATRI%20BHEL,RAOD%20NO%2003%20VIDYA%20NAGAR??%27,%27HSI92906%27)",411061.0,18.52047,73.300211,9119571968.0,30,Corporate,
1082,19,ORANGE CITY HOSPITAL & RESEARCH INSTITUTE,"19,PANDE LAYOUT,VEER SWARKAR SQUARE,NAGPUR,440015",440015.0,21.41470797226994,78.84095818131902,9326646000.0,150,Corporate,
1083,15,ORANGE MULTISPECIALITY HOSPITAL,"1004 5A 1 A, NEAR FIRANGAI MANDIR KALAKI LANE, SHIVAJI PETH, KARVIR, KOLHAPUR-416012",416012.0,16.41294444,74.13072222,7743999739.0,40,Corporate,
1084,15,ORCHID HOSPITAL,"2121, Kodoli Housing Society (East), AP. Kodoli, Panhala, Kolhapur-416114",416114.0,16.60630039894737,74.30376235873685,9049003535.0,30,Corporate,
1085,25,OYSTER AND PEARL HOSPITALS,"1671-75,GANESH KHIND ROAD ,NEAR HOTEL PRIDE , SHIVAJINAGAR ,Haveli ,PUNE - 411005.",411005.0,18.5275278,73.8505,9766551234.0,100,Corporate,
1086,14,Ojas Multispeciality Hospital,"Madhuban colony, Jalna,",431203.0,19.84,75.89,8408840777.0,50,Corporate,
1087,25,Om Chaitanya Hospital,"1832,Pune-Nashik Road,Near Shri.J.R.Gunjal English Medium School & Junior College,Alephata,PUNE",412411.0,19.109805,74.107811,9422143011.0,60,Corporate,
1088,25,Om Hospital,"landi Rd, Chovisawadi, Alandi, Pune,",412105.0,18.6856,73.9441,7774049690.0,80,Corporate,
1089,9,Om Hospital & Critical care centre,"60,AGRAWAL NAGAR,MALEGAON ROAD,TIRUPATI HOUSING SOCITY,DHULE",424001.0,20.9254213,74.7395367,9371370280.0,50,Corporate,
1090,2,Om Multispecility Hospital,"Tapadia Nagar Square, Near Maratha Nagar %E2%80%93 444001",444001.0,20.71,77.0,7721060060.0,30,Corporate,
1091,15,Om sai oncosurgery hospital Kolhapur,"OM SAI ONCO SURGERY CENTER,457/10,KASABA BAWADA,MAIN ROAD,SUGAR MILL CORNER,KOLHAPUR",416006.0,16.73416667,74.24444444,8237780666.0,50,Corporate,
1092,29,Onco- Life Cancer Centre Pvt. Ltd.,"Survey no. 252,Shendre,Near Pune Banglore Highway,opp to Ajinkyatara Sugar Factory,SATARA",415519.0,17.5476,74.03735,9822033375.0,21,Corporate,
1093,25,"Onco-Life Cancer Centre Pvt. Ltd.Mawal,Pune","TGH Onco Life Cancer Center Gate No 1 Talegaon General Hospital,Talegaon Chakan Road Talegaon Dabhade, Pune-410507",410507.0,18.7470593,73.6863569,9167523533.0,30,Corporate,
1094,7,Onkar accident Hospital and dentalhospital,"10 malkapur, 40 bigha,near norple hospital,443001",443001.0,20.5336389,76.1794722,9970262324.0,30,Corporate,
1095,35,Orange Hospital,A205 Teli pada Vatsalya Buldg beside City center opp Arihant towers near Dhamankar Naka Samad Nagar Kaneri Bhiwandi 421302,421302.0,19.2103751,73.0464259,9423539555.0,60,Corporate,
1096,2,Orchid Clinic,"Plot no. 9/4, Civil Lines, Behind ADCC Bank %E2%80%93 444001",444001.0,20.71,77.0,9881190137.0,10,Corporate,
1097,13,Orchid Multi Superspeciality Hospital,"271 - 272 (P),Jilha Peth,Jalgaon",425001.0,20.46428,75.004181,8390000283.0,100,Corporate,
1098,24,"Ortho. Hospital, Parbhani","CIVIL HOSPITAL CAMPUS,SUBHASH ROAD,PARBHANI",431401.0,19.269567,76.774114,9423141288.0,50,Government,
1099,17,Oshiwara maternity Home,,,19.446040649122807,72.36373664912281,,30,Government,
1100,1,Osteon hospital accident and spine center,"plot 16,market yard,kothi road,savata lodge,AHMADNAGAR",414001.0,19.1627778,77.3060556,9619043655.0,30,Corporate,
1101,35,P K C HOSPITAL,VASHI  PKC ROAD  400705,400705.0,19.0718611,73.0074444,8655605328.0,59,Corporate,
1102,7,PALASKAR MULTISPECIALITY HOSPITAL,"TEACHERS COLONY, MEHKAR DONGAON ROAD, 443301",443301.0,20.13966,76.563,9718842059.0,30,Corporate,
1103,26,PANACEA HOSPITAL,"Plot no- 287 , AT SONARI VILLAGE, JNPT TOWNSHIP , RAIGAD - 400702",400702.0,18.877,72.928,8655800282.0,30,Corporate,
1104,24,"PANDURANG SUPERSPECIALITY HOSPITAL, PARBHANI","67,near sahaydri hospital,SHANKAR NAGAR ROAD",431401.0,19.269567,76.774114,9028901781.0,30,Corporate,
1105,1,PANHALKAR HOSPITAL,"2069/29, HDFC bank nagar road, nagar jamkhed, 413201",413201.0,18.72,75.31,8275003390.0,30,Corporate,
1106,26,PANVEL DAILYSIS CENTER,"Plot No. 08, NEW PANVEL, D MART %E2%80%93 410206",410206.0,19.077,73.24,9920815671.0,10,Corporate,
1107,28,PARAS HOSPITAL ORTHOPEADIC TRAUMA & JOINT REPLACEMENT CENTER,"PLOT NO-7, GARPIR CHOWK, CIVIL HOSPITAL ROAD, NEAR TEKKE EYE HOSPITAL, Sangli-416416",416416.0,17.0348056,74.6018333,9579137779.0,15,Corporate,
1108,27,PARKAR HOSPITAL & RESEARCH INSTITUTE PRIVATE LIIMITED,"828,SHIVAJI NAGAR,AROGYA MANDIR,NEAR HDFC BANK,RATNAGIRI???%27,%27HSI995%27)",415639.0,17.0417436,73.3984261,9225803745.0,102,Corporate,
1109,28,PARVATI NEW LIFE MULTISPECIALITY HOSPITAL,"GURUWAR PETH MIRAJ WES TASGAON, SANGLI-416312",416312.0,16.65,74.55,9579063383.0,35,Corporate,
1110,20,PATEL MULTISPECIALTY HOSPITAL AND CRITICAL CARE,BESIDE AMER FUNCTION HALL DEGLOOR NANKA NANDEDTURAB NAGAR,431604.0,19.202765,77.40872,9323865386.0,40,Corporate,
1111,21,PATEL SURGICAL AND ENDOSCOPY CLINIC,"25,LOKMANYA COLONY,KHODAIMATA ROAD,NEAR D R HIGH SCHOOL NANDURBAR,?%27,%27HSI41849%27)",425412.0,21.3122,74.21885,9422286024.0,30,Corporate,
1112,13,PATIL HOSPITAL,"narayanwadi, NARAYAN WADI COLLEGE ROAD,425107",425107.0,20.76134140182927,74.84583924085365,7020718245.0,30,Corporate,
1113,1,PATIL HOSPITAL,"KOTHI CHOWK, STATION ROAD- 414001",414001.0,19.1627778,77.3060556,9881978747.0,35,Corporate,
1114,31,"PATIL HOSPITAL BALRUGNALAY, SANGOLA","2848/4/1 KADLAS NAKA, JATH ROAD, SANGOLA, Solapur-413307",413307.0,17.405468,75.136661,9075003186.0,10,Corporate,
1115,1,PATIL MULTISPECIALTY HOSPITAL ICU AND TRAMUA CENTER,"SHRIGONDA, MANDAVGAON ROAD -413701",413701.0,18.61,74.7,9730734545.0,30,Corporate,
1116,22,PAWAN MULTISPECIALITY HOSPITAL,PAWAN MULTISPECIALITY HOSPITAL Behind Grampancgayat Office GHOTI 422402,422402.0,19.6973226,73.5609291,9765877498.0,30,Corporate,
1117,25,PBMAs H V DESAI EYE HOSPITAL,"3 tarawade vasti, mohammedwadi, hadapsar, Pune?%27,%27HSI54259%27)",411060.0,18.52047,73.300211,9822044909.0,100,Corporate,
1118,1,PDVVP Foundations Dr Vikhe Patil Memorial Hospital And Medical College,"Opposite of Government Milk Dairy, Ahmednagar - Shirdi - Manmad,Vadgaon Gupta,Post: MIDC,Ahmadnagar",414111.0,19.15,74.71,9850117232.0,655,Corporate,
1119,4,PENTAGON SUPERSPECIALITY HOSPITAL,,,19.944847311671925,75.41925964069401,,49,Corporate,
1120,17,PEOPLES MOBILE HOSPITALS,,,19.446040649122807,72.36373664912281,,18,Corporate,
1121,5,PES hospital and research center,"KESALWADA ROAD,BALAJI MANDIR,BHANADARA",441904.0,21.1630556,79.6558056,9403059666.0,150,Corporate,
1122,25,"PHADTARE HOSPITAL,JUNNAR,PUNE,PVT","2635/3, ALEPHATA, NAGAR KALYAN ROAD, AMARKETYARD, PUNE-411412",411412.0,18.56578105076228,73.89409255768733,9860994141.0,41,Corporate,
1123,22,PIONEER HOSPITAL (VENTURE OF SNAP) HOSPITAL AND RESEARCH PVT,"ASHOKA MARG,AARYAN PLAZA,",422011.0,19.988439,73.720725,9850001462.0,40,Corporate,
1124,28,PIOS MULTISPECIALITY HOSPITAL,"NEAR PRANT OFFICE, KOLHAPUR ROAD, Walwa, Sangli- 415409",415409.0,17.02,74.28,9960865027.0,30,Corporate,
1125,15,"PIOS Medilinks Pvt. Ltd. Hospital, Kolhapur","JAYSINGPUR SANGLI ROAD, NEAR ZELE PETROL PUMP, KOLHAPUR- Kolhapur",416101.0,16.60630039894737,74.30376235873685,9960299699.0,100,Corporate,
1126,18,PLATINUM HOSPITAL,,,19.11878330833333,72.87393688666666,,100,Corporate,
1127,35,PLATINUM HOSPITAL,"Shree Sankalp Siddhi Complex,VASAI EAST,Opposite to Range Office, Gokhivre,OPPOSITE RANGE OFFICE",401208.0,19.4093738,72.858652,9370471117.0,100,Corporate,
1128,28,"PORWAL HOSPITAL,ISLAMPUR","AZAD CHOWK, ISLAMPUR, STAND ROAD, WALWA, SANGLI-415409",415409.0,17.02,74.28,9890684002.0,30,Corporate,
1129,16,PRABHAVATI MULTISPECIALITY HOSPITAL AND RESEARCH CENTER,NEAR NEW RENAPUR NAKA LATUR %E2%80%93 413512,413512.0,19.968664,73.831608,9890633999.0,38,Corporate,
1130,26,PRACHIN HELATHCARE MULTISPEIALTY HOSPITAL,69 2 BEHIND GARDEN HOTEL SWAMI NITYANAND MARG 410206,410206.0,19.077,73.24,9082097258.0,40,Corporate,
1131,28,"PRAGATI HOSPITAL PVT. LTD, SANGLI","C.S.No .9761 , Neminathnagar , Sangli.",416416.0,17.0348056,74.6018333,9422613936.0,30,Corporate,
1132,13,PRAKASH CHILDRNS HOSPITAL AND NEONATOLOGY CENTER,"Sarswati Nagar, Near Rukhma Tent House, Near Muktangan Hall Jalgaon 425001",425001.0,20.46428,75.004181,8390917822.0,30,Corporate,
1133,35,PRAKASH KIDNEY CARE CLINIC AND DIALYSIS CENTER,"1st Floor, Manas Residency Building, B Wing, SVS Rd, near Teen Petrol Pump, Thane West, Thane, Maharashtra",400602.0,19.1993056,72.9793333,9930621867.0,9,Corporate,
1134,33,PRATAP HOSPITAL WASHIM,"IN FRONT OF TAHSIL OFFICE, MAHSOOL COLONY, CIVIL LINES ROAD, WASHIM %E2%80%93 IN FRONT OF TAHSIL OFFICE, MAHSOOL COLONY, CIVIL LINES ROAD, WASHIM %E2%80%93 444505",444505.0,20.17,77.17,9420711788.0,20,Corporate,
1135,1,PRAVARA MEDICAL TRUSTS SHRI EKNATH HOSPITAL SHEVGAON,"AKHEGAON ROAD,SHEVGAON %E2%80%93 414502",414502.0,19.3,75.2,9975016828.0,155,Corporate,
1136,22,PRAYAS SUPERSPECIALITY HOSPITAL PVT. LTD.,"15 / SR.NO. 16,College Raod, Malegaon,College Road, Malegaon,Opp. K.B.H. highschool,NASHIK",423203.0,20.5533619,74.5080312,9423484242.0,50,Corporate,
1137,19,PRESTOS MADANS MULTISPECIALITY HOSPITAL,PUSEGAON DAHIWADI ROAD 415502,440017.0,21.17088889,79.115,7721953831.0,30,Corporate,
1138,25,PRIME MULTISPECIALITY HOSPITAL,"HISSA NO. 24, S. NO 4A/1A/1, KONDVA KHURD, LULLANAGAR, OPP FAKARI HILLS, OPP FAKRI HILL, PUNE-411048",411048.0,18.56578105076228,73.89409255768733,8530111277.0,39,Corporate,
1139,1,PRIMUS MULTISPECIALITY HOSPITAL,PASAYDAN COMPLEX  NEVASA ROAD 414603,414603.0,19.613717,75.088405,7798482003.0,30,Corporate,
1140,4,PROBUS HOSPITAL AND RESEARCH LLP,,,19.944847311671925,75.41925964069401,,30,Corporate,
1141,19,PROMARC HOSPITALS PVT LTD,"96,SHUKLA NAGAR, OMKAR NAGAR, BHAGWAN NAGAR ROAD, - 440027",440027.0,21.111602,79.09416,8329523798.0,31,Corporate,
1142,3,PROTON CRITICAL CARE CENTRE,AMRAVATI %E2%80%93 444601,444601.0,20.9298611,77.7523056,9970562815.0,30,Corporate,
1143,15,PULSE HOSPITAL,"832, BAJAR PETH, NEAR VITTHAL MANDIR, HATKNANGLE, Kolhapur-416109",416109.0,16.60630039894737,74.30376235873685,9421194564.0,30,Corporate,
1144,13,PUSHPA SURGICAL & UROLOGY HOSPITAL,"3292,TIMBER MARKET,JAMNER ROAD,B/H PANDURANG THEATRE,JALGAON",425201.0,20.76134140182927,74.84583924085365,9423903295.0,30,Corporate,
1145,25,"Padm. Dr. D. Y. Patil Medical College,Hospital & Research Centre, PImpri, Pune - 18.","Dr. P.D. Patil Road,Near YCM Hospital,Sant Tukaram Nagar, Pimpri, Pune -18.",411018.0,18.6325,73.82083333,9665533388.0,1300,Corporate,
1146,35,Padmakar Mhatre Hospital,"Penkarpada, Miraroad East,Pandurang Wadi, Opp Kakad Paradise %E2%80%93 401107",401107.0,19.1922325,73.0637706,9022557210.0,36,Corporate,
1147,28,Paediatric Surgery Center & P.G. Institute,"Vishrambag, Near Pai Prakash Hotel, Sangli",416416.0,17.0348056,74.6018333,9175043397.0,60,Corporate,
1148,31,Pandharpur Superspeciality & Galaxy Multispeciality Hospital,"4530/A/B,Near Prant office,Railway Station Road,SOLAPUR",413304.0,17.794052,75.35725,7057900876.0,50,Corporate,
1149,35,"Pandit Bhimsen Joshi Hospital, Mira Bhayander, Palghar",Near Maxis Mall Bhayander East Thane,401101.0,19.2982232,72.824575,8459791450.0,200,Government,
1150,25,"Pansare Hospital & Intensive Care Unit, Pune","23,24,31,32, Lingali Road,Near Old Ice Factory, Lingali, Daund, A/P-Lingali Tal. Daund Dist. Pune-413801",413801.0,18.46141,74.56485,9860011625.0,30,Corporate,
1151,26,Panvel Hospital,"260 A, URAN NAKA, 410206 260 A, URAN NAKA, 410206",410206.0,19.077,73.24,9867201475.0,50,Corporate,
